Class Index,Title,Description
2,Bradley's Appeal Rejected,The Ohio Supreme Court rejects former Indians outfielder Milton Bradley's appeal of a three-day jail sentence he received after driving away from police who were trying to give him a speeding ticket.
2,England profit from waiting game,Michael Vaughan and his fellow batsmen can take great credit for transforming England #39;s one-day side from no-hopers into potential Champions #39; Trophy winners.
2,Rangers steering through recent skid,"With a little under three hours to go before the first pitch of a crucial series with the Red Sox, the Texas Rangers -- losers of four straight games -- looked anything but concerned about their immediate fate on the diamond."
2,Australia Bats First in Second Cricket Test Against NZ,Australia captain Ricky Ponting won the toss and chose to bat first against New Zealand in the second and final cricket Test at Adelaide.
2,Robinhos Mom Comes Home Safe,"The kidnapped mother of Santos starlet Robinho has been returned to her family in good health, allowing the teenage forward to breath a huge sigh of relief."
2,South Africa pushes ahead with its bid for a GP,"South Africa is progressing with its plans to host a round of the F1 World Championship from 2007 onwards. South Africa last held a F1 grand prix in 1993, which was won by Alain Prost, and is now keen to return to the F1 fold."
2,Divers find gash in hull of oil tanker,"A 6-foot gash has been discovered in the hull of a tanker that leaked 30,000 gallons of crude oil into the Delaware River Friday night, officials said yesterday."
2,Schilling cancels scheduled appearance wih Bush,"_ Newly minted World Series hero Curt Schilling canceled a scheduled campaign appearance with President Bush on Friday, saying his doctors advised him not to travel because of his injured ankle."
2,Russian favourite Safin stumbles in Kremlin Cup,"Top seed and home favourite Marat Safin was bundled out of the Kremlin Cup in the second round 7-6, 4-6, 6-3 by unseeded Czech Radek Stepanek."
2,Tournament doctor thinks Clijsters #39; injury could threaten career,Former No. 1 Kim Clijsters #39; latest left wrist problem is a new injury that is expected to end her season but probably won #39;t require surgery.
2,Everton stand firm over striker bids,EVERTON showed they would not be bullied into selling Wayne Rooney last night by rejecting a 23.5million bid from Newcastle - as Manchester United gamble on Goodison #39;s resolve to keep the striker.
2,Singh #39;s record breaking season continues,"Vijay Singhs sensational, record-breaking year continued at the weekend when he won the 84 Lumber Classic at the Mystic Rock course in Pennsylvania, his eighth win of the 2004 US PGA Tour season."
2,Warner to Start Against the Jets,"Kurt Warner will start Friday night, but both Giants quarterbacks will play on the starting offense, which is expected to play until the middle of the third quarter."
2,Apathy grows as lockout enters second week,Peter Forsberg signs with MoDo of the Swedish Elite League while Rick Nash and Joe Thornton have an auspicious debut with HC Davos of the Swiss Elite League.
2,Glavine shaky in first start since taxi crash,"SAN FRANCISCO - Mets left-hander Tom Glavine endured a shaky return in his first pitching appearance since he lost two front teeth in a taxi accident, as New York beat San Francisco 11-9 in 12 innings yesterday."
2,Bears' Ogunleye Has Tear in Ankle Ligament (AP),AP - Chicago Bears defensive end Adewale Ogunleye has a small tear in the ligament of his right ankle and won't play Sunday against Tampa Bay.
2,Poulter turns around frustrating year at Volvo,"Ian Poulter won for the first time since last year #39;s Nordic Open, when he parred the first extra hole at the Volvo Masters Andalucia to edge out local hero, Sergio Garcia."
2,Braves eye sweep for skipper,"com. If the Braves sweep their doubleheader against the Mets at Turner Field on Tuesday, Braves manager Bobby Cox will become the ninth manager in history to record 2,000 career wins."
2,"Singh on top of the world, and he got there quietly","THOUSAND OAKS -- Anonymity is only a problem if you want it to be, and it is obvious Vijay Singh doesn #39;t want it to be. Let others chase fame."
2,PREVIEW-Nagpur track plays into Aussie hands - Ganguly,India captain Saurav Ganguly expressed his dismay and Australia #39;s Adam Gilchrist his delight as the grassy wicket in Nagpur became the centre of attention on the eve of the third test.
2,A heavy heart can #39;t weigh down Hewitt,"IN boxing terms he was a little ring-rusty and he had a kid with a long reach and a friendly crowd up against him. Still, the old pro of 23 finally had too much guile for the 18-year-old upstart, and Lleyton Hewitt survived."
2,McLeish hails duo at heart of Gers #39; derby resurgence,RANGERS manager Alex McLeish has hailed Alex Rae and Dado Prso as the pillars of strength who have helped turn around the clubs derby-day fortunes.
2,"Empty stadium won #39;t affect Real, says Samuel",Walter Samuel says Real Madrid will not be affected by playing their decisive Champions League match against AS Roma behind closed doors at Rome #39;s Olympic Stadium on Wednesday.
2,Red Sox hope Schilling doesn #39;t have to pitch again,The Boston Red Sox will try to get Curt Schilling ready for another World Series start. They certainly hope they don #39;t need to use him.
2,Network Adds Delay to Nascar Telecasts,NBC is adding a 5-second delay to its Nascar telecasts after Dale Earnhardt Jr. used a vulgarity during a postrace interview last weekend.
2,"Daniels hits late shot to left Sonics over Raptors, 88-87",Antonio Daniels #39; driving 8-foot shot with 7.2 seconds left gave the Seattle SuperSonics an 88-87 victory over the Toronto Raptors tonight.
2,"For Minaya, Lots of Wheeling, Not Much Dealing","Omar Minaya, the Mets' general manager, is prepared to leave the winter meetings without making a deal, with Carlos Delgado and Richie Sexson seemingly slipping away."
2,Hokies' victory is sweeter this season,"MIAMI -- Bryan Randall grabbed a set of Mardi Gras beads and waved them aloft, while his teammates exalted in the prospect of a trip to New Orleans."
2,Ex-mates vote Garciaparra in,"In some ways, he is the 26th man. Nomar Garciaparra played such an integral role in helping the Red Sox become a championship-caliber franchise that his former teammates have not forgotten him even as they approach the threshold of a dream."
2,Sharapova Tops Venus in Swisscom Challenge (AP),"AP - Wimbledon champion Maria Sharapova needed just more than an hour to defeat Venus Williams 6-3, 6-4 in the quarterfinals of the Swisscom Challenge on Friday."
2,"Roger setting the standard, says Hewitt","New York: Lleyton Hewitt is getting frustrated meeting Roger Federer in the major events. For the third time in four Grand Slams this year, the Swiss got the better of Hewitt."
2,NO DOUBT ABOUT THIS JETS ROUT,"a three-hour party, really -he Jets delivered a rare rout, skewering the downtrodden Dolphins 41-14 last night at Giants Stadium."
2,IOC urges Beijing to get ready for 2008,"Determined to avoid a repeat of the construction delays that threatened the Athens Games, Olympic officials arrived in Beijing on Wednesday."
2,Abdallah falls in taekwondo final,"Nia Abdallah #39;s lack of international experience turned out to be her biggest asset in the Olympic taekwondo tournament.  quot;I don #39;t think anybody expected me to do anything here, quot; she said."
2,Rams Stomp Redskins,"The St. Louis Rams' offense, led by receiver Torry Holt and rookie running back Steven Jackson, riddled the Redskins from all sides and gained a 28-3 victory on Friday."
2,Chiefs Stun Falcons in 56-10 Rout (AP),"AP - Shredding what had been the NFL's leading defense against the rush, Priest Holmes and Derrick Blaylock each scored four times on the ground Sunday in Kansas City's stunning 56-10 rout of Atlanta."
2,NBA Brings Its Game to Beijing (AP),"AP - The NBA has come to booming, basketball-crazy China  #151; but it doesn't expect to make any money soon. The league flew more than 100 people halfway around the world for its first games in China, featuring the Houston Rockets  #151; with Chinese-born star Yao Ming  #151; and the Sacramento Kings."
2,Ecclestone shrugs off challenge,London - Formula One supremo Bernie Ecclestone has shrugged off a High Court ruling that challenged the businessman #39;s control of the firm behind Grand Prix racing.
2,"Cubs Cut Loose Alou, Grudzielanek"," CHICAGO (Sports Network) - The Chicago Cubs Thursday  declined to pick up the 2005 options on outfielder Moises Alou  and second baseman Mark Grudzielanek, making the two veterans  free agents."
2,Fans at Ryder Cup Proving to Be Quiet (AP),"AP - Midway through Friday's Ryder Cup matches at Oakland Hills, English golf fan Sean Warden began to wonder: Was it tee time, or tea time?"
